rssi,mac_address,timestamp,distance,receiver
-68,B0:B4:48:BC:63:07,145904497799,6.67,False
-59,B0:B4:48:BC:63:07,145904497866,4.52,False
-68,B0:B4:48:BC:63:07,145904497867,6.67,False
-59,B0:B4:48:BC:63:07,145904497868,4.52,False
-65,B0:B4:48:BC:63:07,145904497869,5.95,False
-59,B0:B4:48:BC:63:07,145904497870,4.52,False
-68,B0:B4:48:BC:63:07,145904497871,6.67,False
-59,B0:B4:48:BC:63:07,145904497872,4.52,False
-68,B0:B4:48:BC:63:07,145904497873,6.67,False
-59,B0:B4:48:BC:63:07,145904497873,4.52,False
-59,B0:B4:48:BC:63:07,145904497907,4.52,False
-59,B0:B4:48:BC:63:07,145904497908,4.52,False
-68,B0:B4:48:BC:63:07,145904497910,6.67,False
-59,B0:B4:48:BC:63:07,145904497911,4.52,False
-68,B0:B4:48:BC:63:07,145904497912,6.67,False
-59,B0:B4:48:BC:63:07,145904497912,4.52,False
-62,B0:B4:48:BC:63:07,145904497913,5.24,False
-59,B0:B4:48:BC:63:07,145904497914,4.52,False
-68,B0:B4:48:BC:63:07,145904497959,6.67,False
-59,B0:B4:48:BC:63:07,145904497960,4.52,False
-59,B0:B4:48:BC:63:07,145904497962,4.52,False
-59,B0:B4:48:BC:63:07,145904497962,4.52,False
-68,B0:B4:48:BC:63:07,145904497963,6.67,False
-59,B0:B4:48:BC:63:07,145904497964,4.52,False
-62,B0:B4:48:BC:63:07,145904497965,5.24,False
-59,B0:B4:48:BC:63:07,145904497965,4.52,False
-68,B0:B4:48:BC:63:07,145904498001,6.67,False
-59,B0:B4:48:BC:63:07,145904498002,4.52,False
-68,B0:B4:48:BC:63:07,145904498004,6.67,False
-59,B0:B4:48:BC:63:07,145904498005,4.52,False
-68,B0:B4:48:BC:63:07,145904498006,6.67,False
-59,B0:B4:48:BC:63:07,145904498007,4.52,False
-59,B0:B4:48:BC:63:07,145904498008,4.52,False
-59,B0:B4:48:BC:63:07,145904498008,4.52,False
-62,B0:B4:48:BC:63:07,145904498063,5.24,False
-59,B0:B4:48:BC:63:07,145904498064,4.52,False
-68,B0:B4:48:BC:63:07,145904498067,6.67,False
-59,B0:B4:48:BC:63:07,145904498068,4.52,False
-68,B0:B4:48:BC:63:07,145904498069,6.67,False
-59,B0:B4:48:BC:63:07,145904498069,4.52,False
-65,B0:B4:48:BC:63:07,145904498070,5.95,False
-59,B0:B4:48:BC:63:07,145904498071,4.52,False
-68,B0:B4:48:BC:63:07,145904498104,6.67,False
-59,B0:B4:48:BC:63:07,145904498105,4.52,False
-59,B0:B4:48:BC:63:07,145904498106,4.52,False
-59,B0:B4:48:BC:63:07,145904498108,4.52,False
-68,B0:B4:48:BC:63:07,145904498108,6.67,False
-59,B0:B4:48:BC:63:07,145904498109,4.52,False
-68,B0:B4:48:BC:63:07,145904498110,6.67,False
-59,B0:B4:48:BC:63:07,145904498111,4.52,False
-68,B0:B4:48:BC:63:07,145904498146,6.67,False
-59,B0:B4:48:BC:63:07,145904498147,4.52,False
-68,B0:B4:48:BC:63:07,145904498148,6.67,False
-59,B0:B4:48:BC:63:07,145904498149,4.52,False
-62,B0:B4:48:BC:63:07,145904498150,5.24,False
-59,B0:B4:48:BC:63:07,145904498150,4.52,False
-68,B0:B4:48:BC:63:07,145904498151,6.67,False
-59,B0:B4:48:BC:63:07,145904498152,4.52,False
-65,B0:B4:48:BC:63:07,145904498197,5.95,False
-59,B0:B4:48:BC:63:07,145904498199,4.52,False
-68,B0:B4:48:BC:63:07,145904498199,6.67,False
-59,B0:B4:48:BC:63:07,145904498200,4.52,False
-62,B0:B4:48:BC:63:07,145904498201,5.24,False
-59,B0:B4:48:BC:63:07,145904498201,4.52,False
-62,B0:B4:48:BC:63:07,145904498202,5.24,False
-59,B0:B4:48:BC:63:07,145904498204,4.52,False
-68,B0:B4:48:BC:63:07,145904498259,6.67,False
-59,B0:B4:48:BC:63:07,145904498260,4.52,False
-68,B0:B4:48:BC:63:07,145904498262,6.67,False
-59,B0:B4:48:BC:63:07,145904498263,4.52,False
-68,B0:B4:48:BC:63:07,145904498264,6.67,False
-59,B0:B4:48:BC:63:07,145904498264,4.52,False
-68,B0:B4:48:BC:63:07,145904498266,6.67,False
-59,B0:B4:48:BC:63:07,145904498267,4.52,False
-65,B0:B4:48:BC:63:07,145904498302,5.95,False
-59,B0:B4:48:BC:63:07,145904498303,4.52,False
-68,B0:B4:48:BC:63:07,145904498305,6.67,False
-59,B0:B4:48:BC:63:07,145904498305,4.52,False
-65,B0:B4:48:BC:63:07,145904498306,5.95,False
-59,B0:B4:48:BC:63:07,145904498307,4.52,False
-68,B0:B4:48:BC:63:07,145904498308,6.67,False
-59,B0:B4:48:BC:63:07,145904498308,4.52,False
-68,B0:B4:48:BC:63:07,145904498366,6.67,False
-59,B0:B4:48:BC:63:07,145904498367,4.52,False
-68,B0:B4:48:BC:63:07,145904498369,6.67,False
-59,B0:B4:48:BC:63:07,145904498370,4.52,False
-68,B0:B4:48:BC:63:07,145904498371,6.67,False
-59,B0:B4:48:BC:63:07,145904498371,4.52,False
-62,B0:B4:48:BC:63:07,145904498372,5.24,False
-59,B0:B4:48:BC:63:07,145904498373,4.52,False
-68,B0:B4:48:BC:63:07,145904498410,6.67,False
-59,B0:B4:48:BC:63:07,145904498410,4.52,False
-68,B0:B4:48:BC:63:07,145904498411,6.67,False
-59,B0:B4:48:BC:63:07,145904498413,4.52,False
-62,B0:B4:48:BC:63:07,145904498413,5.24,False
-59,B0:B4:48:BC:63:07,145904498414,4.52,False
-68,B0:B4:48:BC:63:07,145904498415,6.67,False
-59,B0:B4:48:BC:63:07,145904498415,4.52,False
-62,B0:B4:48:BC:63:07,145904498416,5.24,False
-59,B0:B4:48:BC:63:07,145904498452,4.52,False
