rssi,mac_address,timestamp,distance,receiver
-62,B0:B4:48:BC:63:07,145904495503,5.24,False
-59,B0:B4:48:BC:63:07,145904495508,4.52,False
-68,B0:B4:48:BC:63:07,145904495509,6.67,False
-59,B0:B4:48:BC:63:07,145904495512,4.52,False
-68,B0:B4:48:BC:63:07,145904495552,6.67,False
-59,B0:B4:48:BC:63:07,145904495553,4.52,False
-68,B0:B4:48:BC:63:07,145904495555,6.67,False
-59,B0:B4:48:BC:63:07,145904495556,4.52,False
-68,B0:B4:48:BC:63:07,145904495557,6.67,False
-59,B0:B4:48:BC:63:07,145904495557,4.52,False
-65,B0:B4:48:BC:63:07,145904495558,5.95,False
-59,B0:B4:48:BC:63:07,145904495559,4.52,False
-68,B0:B4:48:BC:63:07,145904495594,6.67,False
-59,B0:B4:48:BC:63:07,145904495595,4.52,False
-62,B0:B4:48:BC:63:07,145904495596,5.24,False
-59,B0:B4:48:BC:63:07,145904495597,4.52,False
-68,B0:B4:48:BC:63:07,145904495598,6.67,False
-59,B0:B4:48:BC:63:07,145904495599,4.52,False
-62,B0:B4:48:BC:63:07,145904495600,5.24,False
-59,B0:B4:48:BC:63:07,145904495600,4.52,False
-65,B0:B4:48:BC:63:07,145904495601,5.95,False
-59,B0:B4:48:BC:63:07,145904495636,4.52,False
-62,B0:B4:48:BC:63:07,145904495637,5.24,False
-59,B0:B4:48:BC:63:07,145904495638,4.52,False
-68,B0:B4:48:BC:63:07,145904495640,6.67,False
-59,B0:B4:48:BC:63:07,145904495641,4.52,False
-62,B0:B4:48:BC:63:07,145904495641,5.24,False
-59,B0:B4:48:BC:63:07,145904495642,4.52,False
-68,B0:B4:48:BC:63:07,145904495643,6.67,False
-59,B0:B4:48:BC:63:07,145904495677,4.52,False
-62,B0:B4:48:BC:63:07,145904495679,5.24,False
-59,B0:B4:48:BC:63:07,145904495680,4.52,False
-68,B0:B4:48:BC:63:07,145904495681,6.67,False
-59,B0:B4:48:BC:63:07,145904495682,4.52,False
-59,B0:B4:48:BC:63:07,145904495683,4.52,False
-59,B0:B4:48:BC:63:07,145904495683,4.52,False
