rssi,mac_address,timestamp,distance,receiver
-81,B0:B4:48:BC:63:07,145904507428,9.76,False
-79,B0:B4:48:BC:63:07,145904507432,9.29,False
-67,B0:B4:48:BC:63:07,145904507434,6.43,False
-67,B0:B4:48:BC:63:07,145904507435,6.43,False
-79,B0:B4:48:BC:63:07,145904507437,9.29,False
-79,B0:B4:48:BC:63:07,145904507438,9.29,False
-68,B0:B4:48:BC:63:07,145904507489,6.67,False
-67,B0:B4:48:BC:63:07,145904507490,6.43,False
-66,B0:B4:48:BC:63:07,145904507492,6.19,False
-67,B0:B4:48:BC:63:07,145904507492,6.43,False
-64,B0:B4:48:BC:63:07,145904507493,5.71,False
-64,B0:B4:48:BC:63:07,145904507494,5.71,False
-68,B0:B4:48:BC:63:07,145904507495,6.67,False
-66,B0:B4:48:BC:63:07,145904507495,6.19,False
-68,B0:B4:48:BC:63:07,145904507541,6.67,False
-61,B0:B4:48:BC:63:07,145904507543,5.0,False
-67,B0:B4:48:BC:63:07,145904507544,6.43,False
-68,B0:B4:48:BC:63:07,145904507544,6.67,False
-68,B0:B4:48:BC:63:07,145904507545,6.67,False
-62,B0:B4:48:BC:63:07,145904507546,5.24,False
-68,B0:B4:48:BC:63:07,145904507547,6.67,False
-61,B0:B4:48:BC:63:07,145904507547,5.0,False
-70,B0:B4:48:BC:63:07,145904507582,7.14,False
-69,B0:B4:48:BC:63:07,145904507583,6.9,False
-68,B0:B4:48:BC:63:07,145904507584,6.67,False
-68,B0:B4:48:BC:63:07,145904507585,6.67,False
-70,B0:B4:48:BC:63:07,145904507585,7.14,False
-69,B0:B4:48:BC:63:07,145904507586,6.9,False
-66,B0:B4:48:BC:63:07,145904507587,6.19,False
-66,B0:B4:48:BC:63:07,145904507588,6.19,False
-66,B0:B4:48:BC:63:07,145904507624,6.19,False
-66,B0:B4:48:BC:63:07,145904507626,6.19,False
-66,B0:B4:48:BC:63:07,145904507627,6.19,False
-67,B0:B4:48:BC:63:07,145904507628,6.43,False
-69,B0:B4:48:BC:63:07,145904507628,6.9,False
