rssi,mac_address,timestamp,distance
-47,B0:B4:48:BC:63:07,145852540274,3.18
-47,B0:B4:48:BC:63:07,145852540274,3.18
-43,B0:B4:48:BC:63:07,145852540274,1.36
-43,B0:B4:48:BC:63:07,145852540274,1.36
-47,B0:B4:48:BC:63:07,145852540274,3.18
-47,B0:B4:48:BC:63:07,145852540274,3.18
-43,B0:B4:48:BC:63:07,145852540316,1.36
-43,B0:B4:48:BC:63:07,145852540316,1.36
-44,B0:B4:48:BC:63:07,145852540316,1.82
-43,B0:B4:48:BC:63:07,145852540316,1.36
-43,B0:B4:48:BC:63:07,145852540316,1.36
-47,B0:B4:48:BC:63:07,145852540316,3.18
-47,B0:B4:48:BC:63:07,145852540316,3.18
-44,B0:B4:48:BC:63:07,145852540317,1.82
-44,B0:B4:48:BC:63:07,145852540358,1.82
-47,B0:B4:48:BC:63:07,145852540358,3.18
-47,B0:B4:48:BC:63:07,145852540358,3.18
-43,B0:B4:48:BC:63:07,145852540358,1.36
-43,B0:B4:48:BC:63:07,145852540358,1.36
-44,B0:B4:48:BC:63:07,145852540358,1.82
-44,B0:B4:48:BC:63:07,145852540358,1.82
-43,B0:B4:48:BC:63:07,145852540358,1.36
-43,B0:B4:48:BC:63:07,145852540400,1.36
-43,B0:B4:48:BC:63:07,145852540400,1.36
-43,B0:B4:48:BC:63:07,145852540400,1.36
-47,B0:B4:48:BC:63:07,145852540400,3.18
-47,B0:B4:48:BC:63:07,145852540400,3.18
-44,B0:B4:48:BC:63:07,145852540400,1.82
-44,B0:B4:48:BC:63:07,145852540400,1.82
-47,B0:B4:48:BC:63:07,145852540400,3.18
-47,B0:B4:48:BC:63:07,145852540462,3.18
-44,B0:B4:48:BC:63:07,145852540462,1.82
-47,B0:B4:48:BC:63:07,145852540462,3.18
-43,B0:B4:48:BC:63:07,145852540462,1.36
-47,B0:B4:48:BC:63:07,145852540462,3.18
-47,B0:B4:48:BC:63:07,145852540462,3.18
-43,B0:B4:48:BC:63:07,145852540462,1.36
-43,B0:B4:48:BC:63:07,145852540463,1.36
-47,B0:B4:48:BC:63:07,145852540504,3.18
-47,B0:B4:48:BC:63:07,145852540504,3.18
-43,B0:B4:48:BC:63:07,145852540504,1.36
-43,B0:B4:48:BC:63:07,145852540504,1.36
-44,B0:B4:48:BC:63:07,145852540504,1.82
-44,B0:B4:48:BC:63:07,145852540504,1.82
-47,B0:B4:48:BC:63:07,145852540504,3.18
-47,B0:B4:48:BC:63:07,145852540504,3.18
-44,B0:B4:48:BC:63:07,145852540546,1.82
-44,B0:B4:48:BC:63:07,145852540547,1.82
-47,B0:B4:48:BC:63:07,145852540547,3.18
-44,B0:B4:48:BC:63:07,145852540547,1.82
-44,B0:B4:48:BC:63:07,145852540547,1.82
-47,B0:B4:48:BC:63:07,145852540547,3.18
-47,B0:B4:48:BC:63:07,145852540547,3.18
-44,B0:B4:48:BC:63:07,145852540547,1.82
-44,B0:B4:48:BC:63:07,145852540589,1.82
-47,B0:B4:48:BC:63:07,145852540589,3.18
-47,B0:B4:48:BC:63:07,145852540589,3.18
-44,B0:B4:48:BC:63:07,145852540589,1.82
-44,B0:B4:48:BC:63:07,145852540589,1.82
-43,B0:B4:48:BC:63:07,145852540589,1.36
-43,B0:B4:48:BC:63:07,145852540589,1.36
-47,B0:B4:48:BC:63:07,145852540589,3.18
-47,B0:B4:48:BC:63:07,145852540663,3.18
-43,B0:B4:48:BC:63:07,145852540663,1.36
-43,B0:B4:48:BC:63:07,145852540663,1.36
-47,B0:B4:48:BC:63:07,145852540663,3.18
-47,B0:B4:48:BC:63:07,145852540663,3.18
-45,B0:B4:48:BC:63:07,145852540663,2.27
-45,B0:B4:48:BC:63:07,145852540663,2.27
-46,B0:B4:48:BC:63:07,145852540663,2.73
