rssi,mac_address,timestamp,distance,receiver
-53,B0:B4:48:BC:63:07,145893728475,3.1,1
-53,B0:B4:48:BC:63:07,145893728475,3.1,1
-57,B0:B4:48:BC:63:07,145893728517,4.05,1
-57,B0:B4:48:BC:63:07,145893728517,4.05,1
-53,B0:B4:48:BC:63:07,145893728517,3.1,1
-51,B0:B4:48:BC:63:07,145893728517,2.62,1
-51,B0:B4:48:BC:63:07,145893728517,2.62,1
-56,B0:B4:48:BC:63:07,145893728517,3.81,1
-50,B0:B4:48:BC:63:07,145893728517,2.38,1
-50,B0:B4:48:BC:63:07,145893728517,2.38,1
-54,B0:B4:48:BC:63:07,145893728568,3.33,1
-55,B0:B4:48:BC:63:07,145893728568,3.57,1
-51,B0:B4:48:BC:63:07,145893728569,2.62,1
-51,B0:B4:48:BC:63:07,145893728569,2.62,1
-50,B0:B4:48:BC:63:07,145893728569,2.38,1
-50,B0:B4:48:BC:63:07,145893728569,2.38,1
-51,B0:B4:48:BC:63:07,145893728569,2.62,1
-51,B0:B4:48:BC:63:07,145893728569,2.62,1
-55,B0:B4:48:BC:63:07,145893728621,3.57,1
-50,B0:B4:48:BC:63:07,145893728621,2.38,1
-50,B0:B4:48:BC:63:07,145893728621,2.38,1
-51,B0:B4:48:BC:63:07,145893728621,2.62,1
-50,B0:B4:48:BC:63:07,145893728621,2.38,1
-57,B0:B4:48:BC:63:07,145893728621,4.05,1
-57,B0:B4:48:BC:63:07,145893728621,4.05,1
-52,B0:B4:48:BC:63:07,145893728621,2.86,1
-52,B0:B4:48:BC:63:07,145893728673,2.86,1
-57,B0:B4:48:BC:63:07,145893728673,4.05,1
-57,B0:B4:48:BC:63:07,145893728673,4.05,1
-53,B0:B4:48:BC:63:07,145893728673,3.1,1
-53,B0:B4:48:BC:63:07,145893728673,3.1,1
-51,B0:B4:48:BC:63:07,145893728673,2.62,1
-53,B0:B4:48:BC:63:07,145893728673,3.1,1
-53,B0:B4:48:BC:63:07,145893728673,3.1,1
