rssi,mac_address,timestamp,distance,receiver
-53,B0:B4:48:BC:63:07,145893731040,3.1,1
-48,B0:B4:48:BC:63:07,145893731041,1.9,1
-48,B0:B4:48:BC:63:07,145893731041,1.9,1
-53,B0:B4:48:BC:63:07,145893731041,3.1,1
-47,B0:B4:48:BC:63:07,145893731041,1.67,1
-47,B0:B4:48:BC:63:07,145893731041,1.67,1
-53,B0:B4:48:BC:63:07,145893731041,3.1,1
-53,B0:B4:48:BC:63:07,145893731041,3.1,1
-48,B0:B4:48:BC:63:07,145893731082,1.9,1
-47,B0:B4:48:BC:63:07,145893731082,1.67,1
-53,B0:B4:48:BC:63:07,145893731082,3.1,1
-53,B0:B4:48:BC:63:07,145893731082,3.1,1
-48,B0:B4:48:BC:63:07,145893731082,1.9,1
-48,B0:B4:48:BC:63:07,145893731082,1.9,1
-53,B0:B4:48:BC:63:07,145893731082,3.1,1
-53,B0:B4:48:BC:63:07,145893731082,3.1,1
-48,B0:B4:48:BC:63:07,145893731124,1.9,1
-48,B0:B4:48:BC:63:07,145893731124,1.9,1
-47,B0:B4:48:BC:63:07,145893731124,1.67,1
-47,B0:B4:48:BC:63:07,145893731124,1.67,1
-48,B0:B4:48:BC:63:07,145893731124,1.9,1
-53,B0:B4:48:BC:63:07,145893731124,3.1,1
-53,B0:B4:48:BC:63:07,145893731124,3.1,1
-48,B0:B4:48:BC:63:07,145893731124,1.9,1
-48,B0:B4:48:BC:63:07,145893731176,1.9,1
-48,B0:B4:48:BC:63:07,145893731176,1.9,1
-47,B0:B4:48:BC:63:07,145893731176,1.67,1
-53,B0:B4:48:BC:63:07,145893731176,3.1,1
-47,B0:B4:48:BC:63:07,145893731176,1.67,1
-47,B0:B4:48:BC:63:07,145893731176,1.67,1
-53,B0:B4:48:BC:63:07,145893731176,3.1,1
-53,B0:B4:48:BC:63:07,145893731176,3.1,1
-48,B0:B4:48:BC:63:07,145893731218,1.9,1
-47,B0:B4:48:BC:63:07,145893731218,1.67,1
-48,B0:B4:48:BC:63:07,145893731218,1.9,1
-48,B0:B4:48:BC:63:07,145893731218,1.9,1
-47,B0:B4:48:BC:63:07,145893731218,1.67,1
-47,B0:B4:48:BC:63:07,145893731218,1.67,1
-53,B0:B4:48:BC:63:07,145893731218,3.1,1
-53,B0:B4:48:BC:63:07,145893731218,3.1,1
-48,B0:B4:48:BC:63:07,145893731271,1.9,1
-48,B0:B4:48:BC:63:07,145893731271,1.9,1
-53,B0:B4:48:BC:63:07,145893731271,3.1,1
-53,B0:B4:48:BC:63:07,145893731272,3.1,1
-47,B0:B4:48:BC:63:07,145893731272,1.67,1
-47,B0:B4:48:BC:63:07,145893731272,1.67,1
-48,B0:B4:48:BC:63:07,145893731272,1.9,1
-48,B0:B4:48:BC:63:07,145893731272,1.9,1
-53,B0:B4:48:BC:63:07,145893731324,3.1,1
-53,B0:B4:48:BC:63:07,145893731325,3.1,1
-48,B0:B4:48:BC:63:07,145893731325,1.9,1
-53,B0:B4:48:BC:63:07,145893731325,3.1,1
-53,B0:B4:48:BC:63:07,145893731325,3.1,1
-47,B0:B4:48:BC:63:07,145893731325,1.67,1
-47,B0:B4:48:BC:63:07,145893731325,1.67,1
-47,B0:B4:48:BC:63:07,145893731377,1.67,1
-47,B0:B4:48:BC:63:07,145893731377,1.67,1
-53,B0:B4:48:BC:63:07,145893731377,3.1,1
-48,B0:B4:48:BC:63:07,145893731377,1.9,1
-47,B0:B4:48:BC:63:07,145893731377,1.67,1
-53,B0:B4:48:BC:63:07,145893731378,3.1,1
-53,B0:B4:48:BC:63:07,145893731378,3.1,1
-47,B0:B4:48:BC:63:07,145893731378,1.67,1
-47,B0:B4:48:BC:63:07,145893731378,1.67,1
-48,B0:B4:48:BC:63:07,145893731419,1.9,1
-48,B0:B4:48:BC:63:07,145893731419,1.9,1
-48,B0:B4:48:BC:63:07,145893731419,1.9,1
-48,B0:B4:48:BC:63:07,145893731419,1.9,1
-53,B0:B4:48:BC:63:07,145893731419,3.1,1
-53,B0:B4:48:BC:63:07,145893731419,3.1,1
-48,B0:B4:48:BC:63:07,145893731419,1.9,1
-47,B0:B4:48:BC:63:07,145893731419,1.67,1
-47,B0:B4:48:BC:63:07,145893731482,1.67,1
-47,B0:B4:48:BC:63:07,145893731482,1.67,1
-47,B0:B4:48:BC:63:07,145893731482,1.67,1
-47,B0:B4:48:BC:63:07,145893731482,1.67,1
-47,B0:B4:48:BC:63:07,145893731482,1.67,1
-47,B0:B4:48:BC:63:07,145893731482,1.67,1
-48,B0:B4:48:BC:63:07,145893731482,1.9,1
-48,B0:B4:48:BC:63:07,145893731482,1.9,1
-47,B0:B4:48:BC:63:07,145893731535,1.67,1
-47,B0:B4:48:BC:63:07,145893731535,1.67,1
-47,B0:B4:48:BC:63:07,145893731535,1.67,1
-46,B0:B4:48:BC:63:07,145893731535,1.43,1
-47,B0:B4:48:BC:63:07,145893731535,1.67,1
-47,B0:B4:48:BC:63:07,145893731535,1.67,1
-48,B0:B4:48:BC:63:07,145893731535,1.9,1
-48,B0:B4:48:BC:63:07,145893731535,1.9,1
